#OTU_IDs	trait1
Mycoplasma_hyopneumoniae-_-AE017243--_J_T	34.0
Actinospica_acidiphila-_-AJ865861--_GE134766=DSM_44926=NRRL_B-24431_T	25.0
Gemmobacter_tilapiae-_-HQ111526--_Ruye-53_T	18.0
Propionigenium_maris-_-X84049--_10succ1_T	31.0
Flavisolibacter_ginsengisoli-_-AB267477--_Gsoil_643_T	22.0
Lacticaseibacillus_hulanensis-_-LC436604--_ZW163_T	32.0
Shimia_gijangensis-_-KF977839--_YSS-7_T	24.0
Plantibacter_auratus-_-AB177868--_IAM_18417_T	28.0
g__1649268	29.0
Pseudaminobacter_defluvii-_-AB680636--_NBRC_14570_T	22.0
Cohnella_terricola-_-MW228047--_G13_T	34.0
g__1649264	24.0
g__1649267	20.0
Helicobacter_trogontum-_-U65103--_LRB_8581_T	34.0
g__1125862	31.0
Leucobacter_holotrichiae-_-KJ461711--_T14_T	25.0
Ruegeria_faecimaris-_-GU057915--_HD-28_T	24.0
Deinococcus_sonorensis-_-AY743283--_KR-87_T	25.0
g__233191	52.0
Belnapia_rosea-_-HQ641379--_CPCC_100156_T	27.0
Alteromonas_portus-_-MG994978--_HB161718_T	28.0
Altererythrobacter_halimionae-_-KY310593--_CPA-5_T	25.0
Pseudopedobacter_saltans-_-CP002545--_DSM_12145_T	25.0
Actinokineospora_globicatena-_-AF114798--_NRRL_B-24048T_T	28.0
Nocardioides_jiangsuensis-_-OK473545--_WL0053_/type_materialtype_strain_of_Nocardioides_jiangsuensisT	25.0
Thermodesulfitimonas_autotrophica-_-KX450231--_SF97_T	66.0
Microbacterium_neungamense-_-MW139252--_EF45044_/type_materialtype_strain_of_Microbacterium_neungamenseT	31.0
Achromobacter_animicus-_-HE613448--_R-46662_T	35.0
Salinibacillus_kushneri-_-AY321434--_8-2_T	30.0
Virgibacillus_profundi-_-KY800370--_P3-H5_T	27.0
Gemella_taiwanensis-_-HM103934--_NTUH_5572_T	35.0
Saccharococcus_thermophilus-_-L09227--_ATCC_43125_LTP__T	57.0
Legionella_gresilensis-_-AF122883--_Greoux_11_D13-_ATCC_700509_T	31.0
Arcobacter_cryaerophilus-_-L14624--_NCTC_11885__LTP__T	27.0
Helicobacter_cynogastricus-_-DQ004689--_JKM4_T	35.0
Spirosoma_panaciterrae-_-ARFA01000077--_DSM_21099_T	23.0
Arenibacter_catalasegens-_-MG183691--_P308H10_T	17.0
Kocuria_subflava-_-KR610332--_YIM_13062_T	32.0
Halobacillus_profundi-_-AB189298--_IS-Hb4_T	28.0
Paracraurococcus_ruber-_-D85827--_NS89_T	27.0
Caballeronia_mineralivorans-_-AEJF01000000--_PML1-12-_T	25.0
Paucisalibacillus_globulus-_-AM114102--_B22_T	27.0
Flavobacterium_sufflavum-_-LT635642--_BBQ-12_T	21.0
Bradyrhizobium_tropiciagri-_-AY904753--_SEMIA_6148_T	24.0
Acinetobacter_variabilis-_-KP278590--_NIPH_2171_T	26.0
Pedobacter_arcticus-_-HM051286--_A12_T	6.0
Streptomyces_actinomycinicus-_-LC069046--_RCU-197_T	23.0
Secundilactobacillus_similis-_-AB282889--_JCM_2765_T	27.0
Clostridium_thermosuccinogenes-_-CP021850--_DSM_5807_n_T	32.0
Membranihabitans_maritimus-_-OL348405--_C281T	22.0
Chitinasiproducens_palmae-_-KT337490--_JS23_T	30.0
Roseovarius_amoyensis-_-MH398499--_GCL-8_T	26.0
Nocardioides_alpinus-_-GU784866--_Cr7-14_T	26.0
Micromonospora_phytophila-_-FN658661--_SG15_T	25.0
Solimonas_variicoloris-_-AJ555478--_MN_28_T	28.0
Curvibacter_lanceolatus-_-AB021390--_ATCC_14669_T	24.0
Lachnoanaerobaculum_orale-_-HQ877677--_N1_T	34.0
Aquimarina_intermedia-_-AM113977--_LMG_23204_=_R-28470_=_KMM_6258_T	17.0
Nocardia_rhizosphaerihabitans-_-KP972636--_KLBMP_S0039_T	26.0
Vibrio_kanaloae-_-AM162657--_LMG_20539_T	23.0
Pontibacter_deserti-_-HG008901--_JC215_T	16.0
Lentzea_flaviverrucosa-_-AF183957--_AS4.0578_T	25.0
Halorubrum_xinjiangense-_-AY510707--_BD-1_T	38.0
Nocardioides_pakistanensis-_-LC065367--_NCCP-1340_T	25.0
Flaviramulus_basaltis-_-DQ361033--_H35_T	23.0
Desulfoluna_spongiiphila-_-EF187256--_AA1_T	26.0
Anaerotignum_lactatifermentans-_-AY033434--_G17_T	32.0
Zhihengliuella_somnathii-_-EU937748--_JG_03_T	28.0
Sphingomonas_canadensis-_-HE974351--_FWC47_T	27.0
Aeromicrobium_marinum-_-ACLF03000003--_DSM_15272_T	25.0
Qipengyuania_huizhouensis-_-MZ749500--_YG19T	27.0
Streptomyces_hoynatensis-_-JQ582693--_S1412_T	24.0
Actinobacillus_vicugnae-_-HF565190--_W1618__BCCM_T	34.0
Lentibacillus_halophilus-_-AB191345--_PS11-2_T	27.0
g__2794998	27.0
Mangrovibacterium_marinum-_-KP214057--_FA423_T	28.0
Winogradskyella_haliclonae-_-KX640900--_M1A16_T	12.0
Lactobacillus_equicursoris-_-AB290830--_DI70_T	34.0
Demequina_rhizosphaerae-_-LC042210--_HI12-135_T	25.0
Glycomyces_fuscus-_-AB857717--_TRM_49117_T	25.0
Rhodothermus_bifroesti-_-MW901484--_7401T	50.0
Sphingopyxis_macrogoltabida-_-D13723--_IFO_15033_T	26.0
Yersinia_alsatica-_-LR745670--_IP38850_T	27.0
Oceanobacillus_halophilus-_-HQ433454--_J8B_T	27.0
Acidiferrobacter_thiooxydans-_-AF387301--_m-1-_DSM_2392_T	26.0
Spirillospora_albida-_-D85498--_IFO_12248_T	27.0
Flavobacterium_silvaticum-_-KX268611--_SE-s28_T	16.0
Ligilactobacillus_faecis-_-AB812750--_AFL13-2_T	32.0
Fastidiosipila_sanguinis-_-AJ575187--_CCUG_47367_=_CIP_108292_T	48.0
Liquorilactobacillus_capillatus-_-AB365976--_YIT_11306_-=_JCM_15044-_=_DSM_19910_=_BCRC_17811-_T	30.0
Rathayibacter_rathayi-_-X77439--_DSM_7485_T	26.0
Pseudomonas_citri-_-OM327744--_OPS13-3_/type_materialtype_strain_of_Pseudomonas_citriT	24.0
Streptomyces_lacticiproducens-_-GQ184344--_GIMN4.001_T	25.0
Corynebacterium_qintianiae-_-MT043933--_MC1420_T	35.0
Levilactobacillus_lindianensis-_-MK110856--_220-4_T	27.0
Salinicoccus_luteus-_-DQ352839--_YIM_70202_T	26.0
Lactobacillus_helveticus-_-AM113779--_DSM_20075_T	46.0
Gluconobacter_roseus-_-AB178429--_NBRC_3990_T	24.0
g__48001	26.0
Oricola_indica-_-MW922723--_JL-62_T	22.0
g__1400386	26.0
Martelella_suaedae-_-KR233159--_YC7033_T	25.0
Alteribacter_natronophilus-_-MG189964--_M30_T	29.0
Rickettsia_massiliae-_-L36214--_Mtu1_T	34.0
Paraburkholderia_graminis-_-U96939--_C4D1M__T	26.0
Bradyrhizobium_canariense-_-AJ558025--_BTA-1_T	26.0
Dactylosporangium_luridum-_-FJ973605--_BK63_T	25.0
Salibacterium_aidingensis-_-DQ504377--_17-5_T	30.0
Shewanella_marinintestina-_-AB081757--_IK-1_T	10.0
Hymenobacter_psychrotolerans-_-DQ177475--_Tibet-IIU11_T	21.0
Kribbella_soli-_-JN896613--_FMN22_T	25.0
Thermoanaerobacter_brockii_subsp._finnii-_-CP002466--_Ako-1_T	62.0
g__280472	27.0
Fournierella_massiliensis-_-LN846908--_AT2_T	34.0
Herbiconiux_flava-_-AB583921--_NBRC_16403_T	24.0
g__160433	26.0
Anoxybacillus_vitaminiphilus-_-FJ474084--_3nP4_T	56.0
Oleispira_antarctica-_-AJ426420--_RB-8_T	16.0
Kosakonia_pseudosacchari-_-KP345901--_JM-387_T	30.0
Saccharibacillus_sacchari-_-EU014873--_GR21_T	28.0
Cryobacterium_flavum-_-HQ845195--_Hh8_T	28.0
Ahrensia_kielensis-_-ARFW01000012--_DSM_5890_T	19.0
Thermus_tengchongensis-_-JX112365--_YIM_77924_T	69.0
Parvularcula_dongshanensis-_-JQ778314--_SH25_T	24.0
Phenylobacterium_lituiforme-_-AY534887--_FaiI3_T	26.0
Brotonthovivens_ammoniilytica-_-JAOQJQ000000000--_Sanger_109_T	34.0
Streptacidiphilus_anmyonensis-_-DQ904546--_AM-11_T	25.0
Nocardiopsis_sediminis-_-LC110387--_1SS5-02_T	26.0
g__2233801	30.0
Mycoplasma_feliminutum-_-FJ595091--_ATCC_25749_T	29.0
Caballeronia_terrestris-_-HE981726--_LMG_22937_=_CCUG_63062_=_R-23321_=_A13-11R-23321_T	25.0
Neisseria_weaveri-_-AFWQ01000032--_LMG_5135_T	34.0
Microvirga_brassicacearum-_-MK938302--_CDVBN77_T	30.0
Euzebyella_saccharophila-_-FN554868--_7SM30_T	26.0
g__2767892	28.0
g__2767893	25.0
g__2767890	28.0
g__2767891	26.0
Pectinatus_sottacetonis-_-JF280084--_FSRU_B0405_T	27.0
Kroppenstedtia_sanguinis-_-AJ251778--_CCUG_38657T_T	36.0
g__1648492	25.0
Lelliottia_jeotgali-_-KX709881--_PFL01_T	31.0
Shewanella_yunxiaonensis-_-MW217203--_FJAT-54481_T	3.0
Stenotrophomonas_nitritireducens-_-AJ012229--_L2_T	29.0
Myroides_albus-_-MK734183--_BIT-d1_T	32.0
Tissierella_praeacuta-_-X80841--_DSM_5675_T	45.0
Leptospira_kmetyi-_-AB279549--_Bejo-Iso9_T	27.0
Amycolatopsis_thermalba-_-HQ668525--_SF45_T	32.0
Massilia_frigida-_-MN612047--_P5534_T	26.0
Zobellia_alginiliquefaciens-_-OQ511313--_LLG6346-3.1_/type_materialtype_strain_of_ZobelliaalginiliquefaciensT	26.0
Azomonas_agilis-_-AB681882--_NBRC_102607_T	26.0
g__697025	30.0
Mediterraneibacter_massiliensis-_-LN881607--_AT10_T	34.0
Geothermomicrobium_terrae-_-AB859256--_YIM_77562_T	37.0
Intestinibacter_bartlettii-_-AY438672--_WAL_16138_T	35.0
Altererythrobacter_xiamenensis-_-KC520828--_LY02_T	25.0
g__71151	34.0
Xanthomonas_pisi-_-Y10758--_LMG_847_T_T	24.0
Labedella_endophytica-_-KM095501--_EGI_6500705_T	28.0
Alistipes_inops-_-JRGF01000044--_627_T	33.0
Actinomadura_napierensis-_-AY568292--_B60_T	28.0
Altererythrobacter_aerius-_-KU311004--_100921-2_T	25.0
Erysipelothrix_aquatica-_-ON024319--_VA92-K48T	34.0
Aeromonas_sobria-_-X60412--_NCIMB_12065_T	33.0
g__1937664	35.0
Chlamydia_poikilotherma-_-LS992154--_T	35.0
Stigmatella_erecta-_-AJ970180--_DSM_16858_T	28.0
Mobiluncus_mulieris-_-ACKW01000035--_ATCC_35243_T	34.0
Winogradskyella_undariae-_-KC261665--_WS-MY5_T	12.0
g__651554	36.0
g__651553	25.0
Luteimicrobium_xylanilyticum-_-JQ039191--_W-15_T	25.0
Alteromonas_iocasae-_-MK537380--_KX18D6_T	31.0
Gluconacetobacter_takamatsuzukensis-_-AB778531--_T61213-20-1a_T	28.0
Symbiobacterium_thermophilum-_-AP006840--_IAM14863_T	51.0
Streptomyces_atratus-_-DQ026638--_NRRL_B-16927_T	26.0
Halomonas_sediminicola-_-AB971837--_CPS11_T	26.0
Caldichromatium_japonicum-_-MN999710--_No.7_T	23.0
Methanobacterium_petrolearium-_-AB542742--_Mic5c12_T	55.0
Pedobacter_kyonggii-_-KY313409--_K-4-11-1_T	24.0
Actinomycetospora_succinea-_-AB514514--_TT00-49_T	26.0
Apibacter_adventoris-_-KT149221--_wkB301_T	23.0
g__1541817	12.0
Cricetibacter_osteomyelitidis-_-KF875566--_HIM943/7_T	34.0
Mycoplasma_dispar-_-AF412979--_462/2-T-_T	34.0
Tomitella_cavernea-_-KF548053--_YIM_C00895_T	25.0
Sandaracinomonas_limnophila-_-LT594463--_FSY-15_T	22.0
Winogradskyella_poriferorum-_-AY848823--_UST030701-295_T	12.0
Jezberella_montanilacus-_-AJ938029--_MWH-P2sevCIIIbT	35.0
Paludirhabdus_pumila-_-KY684034--_ON6_T	29.0
g__1564515	23.0
Brachybacterium_nesterenkovii-_-X91033--_DSM_9573_T	28.0
Georgenia_halotolerans-_-MT682461--_10Sc9-8_/type_materialtype_strain_of_Georgenia_halotoleransT	26.0
Paraburkholderia_phosphatilytica-_-MH393406--_7QSK02_T	18.0
Adhaeribacter_terreus-_-EU682684--_DNG6_T	17.0
Alkalibacter_saccharofermentans-_-AY312403--_Z-79820_T	32.0
Acetobacter_tropicalis-_-AB032355--_NRIC_0312_T	28.0
Thermosulfurimonas_dismutans-_-JF346116--_S95_T	66.0
Thermococcus_chitonophagus-_-AY099175--_DSM_10152_T	87.0
Neisseria_animalis-_-AJ239288--_NCTC10212_T	34.0
Rhizobium_miluonense-_-EF061096--_CCBAU_41251_T	24.0
g__1029631	29.0
Lysobacter_alkalisoli-_-MK641452--_SJ-36_T	23.0
Halopelagius_inordinatus-_-EU887284--_RO5-2_T	33.0
Alicyclobacillus_sendaiensis-_-AB222247--_JCM_11817_T	48.0
Knoellia_aerolata-_-EF553529--_5317S-21_T	25.0
Gryllotalpicola_soli-_-KJ948113--_KIS12-7_T	25.0
Salipaludibacillus_halalkaliphilus-_-KY971954--_GASy1_T	30.0
Lysobacter_pocheonensis-_-EU273938--_Gsoil_193_T	23.0
Streptomyces_aurantiacus-_-AJ781383--_LMG_19358_T	25.0
Sphingopyxis_fribergensis-_-CP009122--_Kp5.2_T	26.0
Photorhabdus_tasmaniensis-_-EU930339--_T327_T	25.0
Colwellia_mytili-_-KX450475--_RA2-7_T	10.0
Actinomadura_alba-_-DQ985164--_YIM_45681_T	26.0
Hyphomicrobium_nitrativorans-_-JX131369--_NL23_T	12.0
Flavihumibacter_fluminis-_-OM018663--_RY-1T	20.0
g__2975260	21.0
Myxococcus_eversor-_-JAAIXY010000000--_AB053B_T	26.0
Singulisphaera_rosea-_-FN391026--_S26_T	24.0
Pyrobaculum_organotrophum-_-AB063647--_JCM_9190_T	86.0
Roseomonas_riguiloci-_-HQ436503--_03SU10-P_T	26.0
Conchiformibius_kuhniae-_-AB681800--_NBRC_102458_T	34.0
Agromyces_ulmi-_-AY427830--_XIL01_T	25.0
Halotia_branconii-_-KJ843312--_CENA392_T	43.0
Streptomyces_nymphaeiformis-_-MH392705--_SFB5A_T	26.0
Flavobacterium_humidisoli-_-OK393633--_MMS21-Er5T	20.0
Pediococcus_inopinatus-_-AJ271383--_DSM_20285_T	26.0
Sinirhodobacter_populi-_-MH282460--_sk2b1_T	25.0
Bosea_vestrisii-_-AF288306--_34635_T	27.0
Chryseomonas_luteola-_-D84002--_IAM_13000_T	33.0
Pseudomonas_nabeulensis-_-LR130177--_E10B_T	24.0
Streptomyces_erythrogriseus-_-AJ781328--_LMG_19406_T	24.0
Leucothrix_sargassi-_-SADG01000000--_C3212_T	32.0
Rhabdonatronobacter_sediminivivens-_-MW750412--_YM2376_T	25.0
Pseudomonas_marvdashtae-_-JABWQX000000000--_SWRI102T	25.0
Novosphingobium_silvae-_-MN879401--_FGD1_T	27.0
Hydrogenivirga_caldilitoris-_-AB120294--_IBSK3_T	10.0
g__340096	31.0
Muriventricola_aceti-_-JAOQKF000000000--_H5_61_T	30.0
Brevibacterium_yomogidense-_-AB609748--_MN-6-a_T	31.0
Marinomonas_ostreistagni-_-AB242868--_UST010306-043_T	21.0
Mycoplasma_leonicaptivi-_-U16759--_ATCC_49890_T	33.0
Schlesneria_paludicola-_-AM162407--_MPL7_T	27.0
Rodentibacter_haemolyticus-_-LC542623--_1625_19_T	34.0
Natronorubrum_tibetense-_-AB663477--_JCM_10636_T	39.0
Catenovulum_maritimum-_-KJ659912--_Q1_T	25.0
Alteromonas_chungwhensis-_-AY553295--_BH030046_T	31.0
Rufibacter_roseus-_-KM264303--_H359_T	17.0
Chryseobacterium_taichungense-_-AJ843132--_CC-TWGS1-8_T	24.0
Salella_cibi-_-RJJC01000000--_CBA1133T	35.0
Campylobacter_fetus_subsp._venerealis-_-AFGH01000002--_NCTC_10354_T	36.0
Sulfuriferula_multivorans-_-LC005593--_TTN_T	20.0
Providencia_alcalifaciens-_-ABXW01000071--_DSM_30120_T	34.0
g__2951992	24.0
g__2951993	24.0
Pseudomonas_lactis-_-JYLO01000038--_DSM_29167_T	24.0
Paenibacillus_wulumuqiensis-_-KM243343--_Y24_T	30.0
Herminiimonas_arsenicoxydans-_-AY728038--_ULPAs1_T	25.0
Alishewanella_solinquinati-_-EU574916--_NCIM_5295_T	26.0
Desulfotignum_phosphitoxidans-_-APJX01000002--_DSM_13687_T	27.0
g__172900	26.0
Oenococcus_oeni-_-AQVA01000009--_DSM_20252_T	26.0
Bizionia_algoritergicola-_-AY694003--_APA-1_T	12.0
Actinoplanes_cibodasensis-_-LC049065--_InaCC_A522_T	25.0
Prauserella_coralliicola-_-KF670858--_SCSIO_11529_T	30.0
Macrococcus_armenti-_-OK275644--_JEK37_T	33.0
Inhella_inkyongensis-_-DQ664238--_IMCC1713_T	29.0
Rhodococcus_qingshengii-_-DQ090961--_djl-6_T	26.0
Hymenobacter_daecheongensis-_-EU370958--_Dae14_T	19.0
Chryseobacterium_endalhagicum-_-MT810475--_L7T	25.0
g__1133570	26.0
Ferroplasma_acidiphilum-_-AJ224936--_DSM_12658_T	55.0
Paracoccus_mangrovi-_-LN879490--_gyp-1_T	25.0
g__2812025	28.0
Mycoplasma_cloacale-_-AF125592--_383-T-_T	30.0
Halolamina_salifodinae-_-JX014295--_WSY15-H1_T	33.0
Mycoplasma_felifaucium-_-U15795--_ATCC_43428_T	34.0
Dyadobacter_sediminis-_-KJ473428--_Z12_T	13.0
Cystobacter_ferrugineus-_-DQ768112--_DSM_14716_T	28.0
Atopobium_fossor-_-AB015945--_JCM_9981_T	34.0
Bacillus_arachidis-_-OM062591--_SY8T	29.0
Lactococcus_plantarum-_-AB681297--_NBRC_100936_T	34.0
Oceanobacillus_halotolerans-_-MN251020--_YIM_98839_T	27.0
Massilia_varians-_-AM774587--_CCUG_35299_T	25.0
Imtechella_halotolerans-_-FR774044--_K1_T	20.0
Halarchaeum_nitratireducens-_-AB372515--_MH1-136-2_T	34.0
Corynebacterium_xerosis-_-X81914--_ATCC_373T_T	31.0
Reinekea_thalattae-_-MK235142--_SSH23_T	19.0
Jiella_pacifica-_-MN940434--_40Bstr34_T	25.0
g__29521	33.0
Luteimonas_gilva-_-MK848406--_H23_T	30.0
g__29526	31.0
Vogesella_perlucida-_-EF626691--_DS-28_T	28.0
Kordiimonas_sediminis-_-KR491943--_N39_T	24.0
Actinomadura_algeriensis-_-KT259320--_ACD1_T	27.0
Haloglomus_salinum-_-MK920153--_ZY58_/type_materialtype_strain_of_Haloglomus_salinumT	35.0
Lachnospira_eligens-_-CP001104--_ATCC_27750_T	33.0
Anaerocolumna_sedimenticola-_-CP048000--_CBA3638_T	30.0
g__61593	24.0
Arcanobacterium_buesumense-_-OM179840--_2701T	35.0
Shinella_kummerowiae-_-EF070131--_CCBAU_25048_T	26.0
Flaviflexus_salsibiostraticola-_-KC251737--_EBR4-1-2_T	34.0
Fructobacillus_tropaeoli-_-AB542054--_F214-1_T	22.0
Microbacterium_lushaniae-_-MG234281--_L-031_T	31.0
Acidomonas_methanolica-_-X77468--_LMG_1668_T	27.0
Bacillus_gobiensis-_-KF995513--_FJAT-4402_T	32.0
g__300264	30.0
Motilimonas_eburnea-_-KR610526--_YH6_T	17.0
Alcanivorax_mobilis-_-MF187461--_MT13131_T	25.0
Streptomyces_gilvifuscus-_-KM229362--_T113_T	23.0
Haloprofundus_halobius-_-KY120747--_SQT-29-1T	31.0
Rhodovulum_euryhalinum-_-D16426--_DSM4868_T	25.0
Calditerricola_satsumensis-_-AB250968--_YMO81_T	70.0
g__1569	30.0
g__1562	42.0
Hymenobacter_mucosus-_-AB859259--_YIM_77969_T	25.0
g__2852059	26.0
Limibacillus_halophilus-_-KP233090--_CAU_1121_T	25.0
Kordia_periserrulae-_-GU233518--_IMCC1412_T	17.0
Geothrix_paludis-_-OM855560--_SG195_/type_materialtype_strain_of_Geothrix_paludisT	30.0
Maribacter_aestuarii-_-JN642273--_GY20_T	26.0
Mycobacterium_poriferae-_-AF480589--_ATCC_35087_T	34.0
Hymenobacter_gummosus-_-LN997850--_ANT-18_T	17.0
Aliibacillus_thermotolerans-_-KT999394--_BM62_T	30.0
Methylomagnum_ishizawai-_-AB669155--_RS11D-Pr_T	34.0
Maribacter_litoralis-_-MG456900--_SDRB-Phe2_T	26.0
g__1794910	27.0
Rickettsia_tillamookensis-_-MW523993--_T23_T	33.0
Puia_dinghuensis-_-KT805281--_4GSH07_T	23.0
g__2915904	23.0
g__397456	31.0
Vibrio_azureus-_-AB428897--_LC2-005_-=_NBRC_104587-_T	27.0
Faecalicatena_contorta-_-FR749946--_DSM_3982_T	34.0
Amycolatopsis_tolypomycina-_-AJ293757--_IMSNU_20061T_T	24.0
Lysinibacillus_parviboronicapiens-_-AB681953--_NBRC_103144_T	28.0
g__1890224	31.0
Psychromonas_aquimarina-_-AB304805--_JAMM_0404_T	16.0
Chromobacterium_vaccinii-_-JN120869--_MWU205_T	27.0
g__2204160	19.0
Rhodococcus_zopfii-_-AF191343--_DSM_44108_-T-_T	32.0
Paeniglutamicibacter_antarcticus-_-AM931709--_SPC_26_T	26.0
g__413496	33.0
Spodiobacter_cordis-_-AB818539--_PAGU_1467_source__________/type_materialtype_strain_of_Spodiobacter_cordisT	33.0
g__2038	31.0
Rhodocytophaga_aerolata-_-EU004198--_5416T-29_T	24.0
Thiomonas_delicata-_-AB245481--_NBRC_14566_T	30.0
g__442968	28.0
Sphingorhabdus_pulchriflava-_-MH410124--_GY_G_T	26.0
g__2034	27.0
g__1974209	24.0
Thermococcus_pacificus-_-AY099182--_DSM_10394_T	82.0
Microbacterium_ihumii-_-MZ089993--_MarseilleQ2854_T	32.0
Deinococcus_petrolearius-_-KU042972--_6.1_T	24.0
Aeromonas_allosaccharophila-_-S39232--_CECT_4199_T	32.0
Pseudomonas_germanica-_-MZ758888--_FIT28_T	26.0
Burkholderia_anthina-_-HQ849074--_LMG_20980_T	28.0
Octadecabacter_dasysiphoniae-_-OK377039--_G9-8T	9.0
Deinococcus_grandis-_-Y11329--_DSM_3963T_T	25.0
Qipengyuania_aurantiaca-_-MZ749489--_1NDH13T	26.0
g__171	28.0
g__51228	26.0
Alkaliphilus_flagellatus-_-MZ310598--_MSJ-5_T	33.0
Bordetella_holmesii-_-U04820--_CDC_F5101_T	35.0
g__179	48.0
Cellvibrio_ostraviensis-_-AJ493583--_LMG_19434_T	12.0
Vulgatibacter_incomptus-_-AB847448--_B00001_T	26.0
Alicyclobacillus_mali-_-MW694475--_FSL-W10-0018T	48.0
Megasphaera_indica-_-HM990965--_NMBHI-10_T	34.0
Anaerococcus_tetradius-_-ACGC01000107--_ATCC_35098_T	34.0
Gordonibacter_pamelaeae-_-AB566419--_JCM_16334_T	35.0
Jeotgalibacillus_soli-_-FR693626--_P9_T	27.0
Oceaniglobus_indicus-_-KY694373--_1-19b_T	21.0
Nocardia_callitridis-_-FJ805428--_CAP_290_T	26.0
Pseudomonas_haemolytica-_-VOIW01000000--_DSM_108987_T	25.0
Corynebacterium_pseudogenitalium-_-CP072934--_CCUG27540_T	34.0
Chryseobacterium_cheonjiense-_-MN661191--_RJ-7-14_T	23.0
Ileibacterium_valens-_-MPJW01000125--_NYU-BL-A3_w_T	34.0
g__1954229	26.0
g__1160973	30.0
Methylarcula_terricola-_-AF030437--_h37-_VKM_B-2160_T	25.0
g__2033596	29.0
Sphingomonas_olei-_-KX672814--_K-1-16_T	27.0
Lactobacillus_gigeriorum-_-FR681899--_CRBIP_24.85_T	35.0
g__1511643	12.0
g__1511649	22.0
Yaniella_halotolerans-_-AY228479--_YIM_70085_T	29.0
Paramesonia_marina-_-EU440974--_K7_T	23.0
Mycoplasma_suis-_-U88565--_Illinois_T	27.0
g__2888753	23.0
Fangia_hongkongensis-_-AB176554--_UST040201-002_T	31.0
Mariniflexile_fucanivorans-_-AJ628046--_SW5_T	23.0
Suipraeoptans_intestinalis-_-MN537470--_DSM_104945_T	34.0
Novosphingobium_capsulatum-_-AB680290--_NBRC_12533_T	24.0
Brucella_pinnipedialis-_-AM158981--_NCTC_12890_T	24.0
Johnsonella_ignava-_-ACZL01000055--_ATCC_51276_T	34.0
Fontibacillus_aquaticus-_-DQ023221--_GPTSA_19_T	28.0
Campylobacter_troglodytis-_-HQ864828--_MIT_05-9149_/type_materialtype_strain_of_Campylobacter_troglodytis_/notetype_strain_of_Campylobacter_troglodytisT	35.0
Alloprevotella_rava-_-JQ039189--_81/4-12_T	31.0
g__643217	24.0
Thalassobius_aquimarinus-_-LC595118--_KMM_8518_source__________/type_materialtype_strain_of_Thalassobius_aquimarinusT	16.0
Shewanella_amazonensis-_-CP000507--_SB2B_T	23.0
Pseudomonas_vanderleydeniana-_-CP077093--_RW8P3T	28.0
Enterocloster_aldenensis-_-DQ279736--_RMA_9741_T	33.0
Flavivirga_jejuensis-_-HM475139--_JC2682_T	20.0
Micromonospora_pallida-_-X92608--_DSM_43817_LTP__T	25.0
Yoonia_maricola-_-EF202613--_DSW-18_T	23.0
g__414371	26.0
Ornithinicoccus_soli-_-MK860038--_XNB-1_T	25.0
Pseudoxanthomonas_dokdonensis-_-DQ178977--_DS-16_T	30.0
g__2060094	34.0
Hydrogenoanaerobacterium_saccharovorans-_-EU158190--_SW512_T	34.0
Caballeronia_calidae-_-FCOX02000168--_LMG_29321_T	25.0
Motilibacter_peucedani-_-FM998003--_RP-AC37_T	25.0
Streptomyces_atriruber-_-EU812169--_NRRL_B-24165_T	24.0
Terrisporobacter_petrolearius-_-KJ000015--_LAM0A37_T	34.0
Streptococcus_lutetiensis-_-AJ297215--_NEM_782_T	36.0
Pseudomonas_paraeruginosa-_-ON359917--_NCTC13628_T	32.0
Shewanella_piezotolerans-_-AJ551090--_WP3_T	6.0
Tolumonas_osonensis-_-GU370947--_OCF_7_T	28.0
g__944321	30.0
Mesobacillus_foraminis-_-AJ717382--_CV53_T	29.0
Flavobacterium_fulvum-_-KU052686--_UCM-R15_T	14.0
Larkinella_soli-_-KT347099--_MIMbqt9_T	18.0
Halospina_denitrificans-_-DQ072719--_HGD_1-3_T	31.0
Clavibacter_nebraskensis-_-HE614873--_NCPPB_2581_T	28.0
Catelliglobosispora_koreensis-_-ARBL01000033--_DSM_44566_T	27.0
Sporomusa_sphaeroides-_-AJ279801--_DSM_2875__T	32.0
Corallococcus_macrosporus-_-AJ811623--_DSM_14697_T	26.0
Pelotalea_chapellei-_-U41561--_172_T	30.0
Nocardioides_nitrophenolicus-_-AF005024--_NSP_41_T	26.0
Olivibacter_domesticus-_-AM407725--_DC-186_T	13.0
Acidovorax_anthurii-_-AJ007013--_CFBP_3232_LTP__T	24.0
g__1386924	24.0
Amycolatopsis_nivea-_-KP232907--_CFH_S0261_T	26.0
Halobellus_ruber-_-MT491094--_MBLA0160T	28.0
g__397864	33.0
Nonomuraea_maheshkhaliensis-_-AB290014--_16-5-14_T	26.0
Saliphagus_infecundisoli-_-KY419833--_YIM_93745_T	32.0
Kryptousia_macronema-_-KY508610--_CENA338_T	43.0
Saccharopolyspora_maritima-_-LC212942--_3SS5_12_T	31.0
Arthrobacter_jiangjiafuii-_-MW715061--_zg-ZUI227_T	27.0
Hyphomonas_beringensis-_-KF863136--_MCCC_1A07321_T	25.0
Paraburkholderia_lycopersici-_-EF139184--_TNe-862_T	23.0
Streptomyces_mashuensis-_-X79323--_DSM40221_T	25.0
Haloarchaeobius_iranensis-_-JF293278--_EB21_T	32.0
