"tip_label"	"accession"	"taxid"	"taxname"	"kingdom_taxid"	"phylum_taxid"	"class_taxid"	"order_taxid"	"family_taxid"	"genus_taxid"	"species_taxid"	"strain_taxid"
"'LR797545, Pseudomonas anatoliensis, Pseudomonas anatoliensis, (LR797545), P9 T'"	"LR797545"	"520057"	"Pseudomonas anatoliensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"520057"	NA
"'LR797554, Pseudomonas iridis, Pseudomonas iridis, (LR797554), P42 T'"	"LR797554"	"1080160"	"Pseudomonas iridis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1080160"	NA
"'CP077078, Pseudomonas azerbaijanorientalis, Pseudomonas azerbaijanorientalis, (CP077078), SWRI123T'"	"CP077078"	"2842350"	"Pseudomonas azerbaijanorientalis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2842350"	NA
"'AKBQ01000002, Pseudomonas agarici, Pseudomonas agarici, (AKBQ01000002), NCPPB 2289 T'"	"AKBQ01000002"	"690598"	"Pseudomonas agarici"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"46677"	"690598"
"'MW377590, Pseudomonas baltica, Pseudomonas baltica, (MW377590), MBT-2 T'"	"MW377590"	"2762576"	"Pseudomonas baltica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2762576"	NA
"'AY152673, Pseudomonas rhizosphaerae, Pseudomonas rhizosphaerae, (AY152673), IH5 T'"	"AY152673"	"216142"	"Pseudomonas rhizosphaerae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"216142"	NA
"'KM888184, Pseudomonas coleopterorum, Pseudomonas coleopterorum, (KM888184), Esc2Am T'"	"KM888184"	"1605838"	"Pseudomonas coleopterorum"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1605838"	NA
"'AJ011504, Pseudomonas abietaniphila, Pseudomonas abietaniphila, (AJ011504), ATCC 700689 T'"	"AJ011504"	"89065"	"Pseudomonas abietaniphila"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"89065"	NA
"'Y11150, Pseudomonas graminis, Pseudomonas graminis, (Y11150), DSM 11363  T'"	"Y11150"	"158627"	"Pseudomonas graminis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"158627"	NA
"'AY364537, Pseudomonas lutea, Pseudomonas lutea, (AY364537), OK2 T'"	"AY364537"	"243924"	"Pseudomonas lutea"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"243924"	NA
"'MG190030, Pseudomonas bohemica, Pseudomonas bohemica, (MG190030), IA19 T'"	"MG190030"	"2044872"	"Pseudomonas bohemica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2044872"	NA
"'MN382268, Pseudomonas akapageensis, Pseudomonas akapageensis, (MN382268), PS24 T'"	"MN382268"	"2609961"	"Pseudomonas akapageensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2609961"	NA
"'HG738971, Pseudomonas lalucatii, Pseudomonas lalucatii, (HG738971), R1b-54 T'"	"HG738971"	"1424203"	"Pseudomonas lalucatii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1424203"	NA
"'JF749828, Pseudomonas kuykendallii, Pseudomonas kuykendallii, (JF749828), H2 T'"	"JF749828"	"1007099"	"Pseudomonas kuykendallii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1007099"	NA
"'CP035952, Pseudomonas tructae, Pseudomonas tructae, (CP035952), SNU WT1  T'"	"CP035952"	"2518644"	"Pseudomonas tructae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2518644"	NA
"'LT009706, Pseudomonas wadenswilerensis, Pseudomonas wadenswilerensis, (LT009706), CCOS 864 T'"	"LT009706"	"1785161"	"Pseudomonas wadenswilerensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1785161"	NA
"'AJJP01000212, Pseudomonas donghuensis, Pseudomonas donghuensis, (AJJP01000212), HYS T'"	"AJJP01000212"	"1163398"	"Pseudomonas donghuensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1163398"	NA
"'MH428812, Pseudomonas huaxiensis, Pseudomonas huaxiensis, (MH428812), WCHPs060044 T'"	"MH428812"	"2213017"	"Pseudomonas huaxiensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2213017"	NA
"'AY970951, Pseudomonas vranovensis, Pseudomonas vranovensis, (AY970951), CCM 7279 T'"	"AY970951"	"321661"	"Pseudomonas vranovensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"321661"	NA
"'AY324319, Pseudomonas alkylphenolica, Pseudomonas alkylphenolica, (AY324319), KL28 T'"	"AY324319"	"237609"	"Pseudomonas alkylphenolica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"237609"	NA
"'KY979145, Pseudomonas defluvii, Pseudomonas defluvii, (KY979145), WCHP16 T'"	"KY979145"	"1876757"	"Pseudomonas defluvii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1876757"	NA
"'KY471137, Pseudomonas laurentiana, Pseudomonas laurentiana, (KY471137), GSL-010 T'"	"KY471137"	"306"	"Pseudomonas laurentiana"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"306"	NA
"'OD946146, Pseudomonas arcuscaelestis, Pseudomonas arcuscaelestis, (OD946146), P66 T'"	"OD946146"	"2710591"	"Pseudomonas arcuscaelestis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2710591"	NA
"'MW009702, Pseudomonas palmensis, Pseudomonas palmensis, (MW009702), BBB001T'"	"MW009702"	"2815362"	"Pseudomonas palmensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2815362"	NA
"'LC514379, Pseudomonas brassicae, Pseudomonas brassicae, (LC514379), MAFF 212427 T'"	"LC514379"	"2708063"	"Pseudomonas brassicae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2708063"	NA
"'AB126621, Pseudomonas japonica, Pseudomonas japonica, (AB126621), IAM 15071 T'"	"AB126621"	"1215104"	"Pseudomonas japonica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"256466"	"1215104"
"'AB021397, Pseudomonas asplenii, Pseudomonas asplenii, (AB021397), ATCC 23835 T'"	"AB021397"	"53407"	"Pseudomonas asplenii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"53407"	NA
"'D84020, Pseudomonas putida, Pseudomonas putida, (D84020), IAM 1236 T'"	"D84020"	"303"	"Pseudomonas putida"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"303"	NA
"'MT507072, Pseudomonas ekonensis, Pseudomonas ekonensis, (MT507072), COR58T'"	"MT507072"	"306"	"Pseudomonas ekonensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"306"	NA
"'CP077093, Pseudomonas vanderleydeniana, Pseudomonas vanderleydeniana, (CP077093), RW8P3T'"	"CP077093"	"2745495"	"Pseudomonas vanderleydeniana"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745495"	NA
"'CP077077, Pseudomonas maumuensis, Pseudomonas maumuensis, (CP077077), COW77T'"	"CP077077"	"2842354"	"Pseudomonas maumuensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2842354"	NA
"'HF930598, Pseudomonas soli, Pseudomonas soli, (HF930598), F-279,208T T'"	"HF930598"	"1306993"	"Pseudomonas soli"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1306993"	NA
"'AF072688, Pseudomonas mosselii, Pseudomonas mosselii, (AF072688), CIP 105259 T'"	"AF072688"	"78327"	"Pseudomonas mosselii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"78327"	NA
"'JABWRJ000000000, Pseudomonas peradeniyensis, Pseudomonas peradeniyensis, (JABWRJ000000000), BW13M1T'"	"JABWRJ000000000"	"2745488"	"Pseudomonas peradeniyensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745488"	NA
"'QKVM01000000, Pseudomonas sichuanensis, Pseudomonas sichuanensis, (QKVM01000000), WCHPs060039 T'"	"QKVM01000000"	"2213015"	"Pseudomonas sichuanensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2213015"	NA
"'AM911646, Pseudomonas oryzicola, Pseudomonas oryzicola, (AM911646), RD9SR1T'"	"AM911646"	"485876"	"Pseudomonas oryzicola"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"485876"	NA
"'AM911640, Pseudomonas anuradhapurensis, Pseudomonas anuradhapurensis, (AM911640), RD8MR3T'"	"AM911640"	"485870"	"Pseudomonas anuradhapurensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"485870"	NA
"'HF674459, Pseudomonas guariconensis, Pseudomonas guariconensis, (HF674459), PCAVU11 T'"	"HF674459"	"1288410"	"Pseudomonas guariconensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1288410"	NA
"'AY907566, Pseudomonas entomophila, Pseudomonas entomophila, (AY907566), L48 T'"	"AY907566"	"384676"	"Pseudomonas entomophila"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"312306"	"384676"
"'CP077076, Pseudomonas fakonensis, Pseudomonas fakonensis, (CP077076), COW40T'"	"CP077076"	"2842355"	"Pseudomonas fakonensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2842355"	NA
"'CP077075, Pseudomonas xanthosomatis, Pseudomonas xanthosomatis, (CP077075), COR54T'"	"CP077075"	"2842356"	"Pseudomonas xanthosomatis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2842356"	NA
"'CP077095, Pseudomonas xantholysinigenes, Pseudomonas xantholysinigenes, (CP077095), RW9S1A /type_materialtype strain of _Pseudomonasxantholysinigenes_ Girard et al. 2021T'"	"CP077095"	"2745490"	"Pseudomonas xantholysinigenes"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745490"	NA
"'CP077073, Pseudomonas muyukensis, Pseudomonas muyukensis, (CP077073), COW39T'"	"CP077073"	"2842357"	"Pseudomonas muyukensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2842357"	NA
"'OPYN01000000, Pseudomonas inefficax, Pseudomonas inefficax, (OPYN01000000), JV551A3 T'"	"OPYN01000000"	"2078786"	"Pseudomonas inefficax"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2078786"	NA
"'AB009457, Pseudomonas plecoglossicida, Pseudomonas plecoglossicida, (AB009457), FPC951 T'"	"AB009457"	"70775"	"Pseudomonas plecoglossicida"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"70775"	NA
"'AF064458, Pseudomonas monteilii, Pseudomonas monteilii, (AF064458), CIP 104883 T'"	"AF064458"	"76759"	"Pseudomonas monteilii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"76759"	NA
"'MH517510, Pseudomonas asiatica, Pseudomonas asiatica, (MH517510), RYU5 T'"	"MH517510"	"306"	"Pseudomonas asiatica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"306"	NA
"'LT718462, Pseudomonas persica, Pseudomonas persica, (LT718462), VKh13 T'"	"LT718462"	"2576297"	"Pseudomonas persica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2576297"	NA
"'LT718474, Pseudomonas asiatica, Pseudomonas asiatica, (LT718474), VM14 T'"	"LT718474"	"1940636"	"Pseudomonas asiatica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1940636"	NA
"'EU103629, Pseudomonas taiwanensis, Pseudomonas taiwanensis, (EU103629), BCRC 17751 T'"	"EU103629"	"1292030"	"Pseudomonas taiwanensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"470150"	"1292030"
"'LT718459, Pseudomonas alloputida, Pseudomonas alloputida, (LT718459), Kh7 T'"	"LT718459"	"1940621"	"Pseudomonas alloputida"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1940621"	NA
"'AM911650, Pseudomonas kurunegalensis, Pseudomonas kurunegalensis, (AM911650), RW1P2T'"	"AM911650"	"485880"	"Pseudomonas kurunegalensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"485880"	NA
"'AB060136, Pseudomonas fulva, Pseudomonas fulva, (AB060136), NRIC 0180 T'"	"AB060136"	"47880"	"Pseudomonas fulva"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"47880"	NA
"'AB060132, Pseudomonas parafulva, Pseudomonas parafulva, (AB060132), AJ 2129 T'"	"AB060132"	"1215114"	"Pseudomonas parafulva"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"157782"	"1215114"
"'MK680061, Pseudomonas juntendi, Pseudomonas juntendi, (MK680061), BML3 T'"	"MK680061"	"2666183"	"Pseudomonas juntendi"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2666183"	NA
"'AM911668, Pseudomonas promysalinigenes, Pseudomonas promysalinigenes, (AM911668), RW10S1T'"	"AM911668"	"485898"	"Pseudomonas promysalinigenes"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"485898"	NA
"'AB060137, Pseudomonas cremoricolorata, Pseudomonas cremoricolorata, (AB060137), IAM 1541 T'"	"AB060137"	"1215098"	"Pseudomonas cremoricolorata"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"157783"	"1215098"
"'JABWRF020000001, Pseudomonas farsensis, Pseudomonas farsensis, (JABWRF020000001), SWRI107T'"	"JABWRF020000001"	"2745492"	"Pseudomonas farsensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745492"	NA
"'D84004, Pseudomonas oryzihabitans, Pseudomonas oryzihabitans, (D84004), IAM 1568 T'"	"D84004"	"47885"	"Pseudomonas oryzihabitans"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"47885"	NA
"'JABWRD000000000, Pseudomonas shirazensis, Pseudomonas shirazensis, (JABWRD000000000), SWRI56T'"	"JABWRD000000000"	"2745494"	"Pseudomonas shirazensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745494"	NA
"'JABWRY000000000, Pseudomonas kermanshahensis, Pseudomonas kermanshahensis, (JABWRY000000000), SWRI100T'"	"JABWRY000000000"	"2745482"	"Pseudomonas kermanshahensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745482"	NA
"'JABWRE000000000, Pseudomonas urmiensis, Pseudomonas urmiensis, (JABWRE000000000), SWRI10T'"	"JABWRE000000000"	"2745493"	"Pseudomonas urmiensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2745493"	NA
"'LT009707, Pseudomonas reidholzensis, Pseudomonas reidholzensis, (LT009707), CCOS 865 T'"	"LT009707"	"1785162"	"Pseudomonas reidholzensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1785162"	NA
"'LC500601, Pseudomonas piscis, Pseudomonas piscis, (LC500601), MC042 T'"	"LC500601"	"2614538"	"Pseudomonas piscis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2614538"	NA
"'QYUR01000001, Pseudomonas cavernicola, Pseudomonas cavernicola, (QYUR01000001), K1S02-6T'"	"QYUR01000001"	"2320866"	"Pseudomonas cavernicola"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2320866"	NA
"'LC011944, Pseudomonas glareae, Pseudomonas glareae, (LC011944), KMM 9500 T'"	"LC011944"	"1577705"	"Pseudomonas glareae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1577705"	NA
"'FR775439, Pseudomonas marincola, Pseudomonas marincola, (FR775439), KMM 3042 T'"	"FR775439"	"437900"	"Pseudomonas marincola"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"437900"	NA
"'AY770691, Pseudomonas segetis, Pseudomonas segetis, (AY770691), FR1439 T'"	"AY770691"	"298908"	"Pseudomonas segetis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"298908"	NA
"'DQ339144, Pseudomonas pohangensis, Pseudomonas pohangensis, (DQ339144), H3-R18 T'"	"DQ339144"	"364197"	"Pseudomonas pohangensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"364197"	NA
"'FJ424813, Pseudomonas taeanensis, Pseudomonas taeanensis, (FJ424813), MS-3 T'"	"FJ424813"	"1395571"	"Pseudomonas taeanensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"574962"	"1395571"
"'MT947626, Pseudomonas carbonaria, Pseudomonas carbonaria, (MT947626), Wesi-4 T'"	"MT947626"	"2762745"	"Pseudomonas carbonaria"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2762745"	NA
"'MK159379, Pseudomonas kirkiae, Pseudomonas kirkiae, (MK159379), FRB 229 T'"	"MK159379"	"2211392"	"Pseudomonas kirkiae"	"2"	"1224"	"1236"	"72274"	"135621"	"2901164"	"2211392"	NA
"'AB175654, Azomonas macrocytogenes, Azomonas macrocytogenes, (AB175654), IAM 15003 T'"	"AB175654"	"69962"	"Azomonas macrocytogenes"	"2"	"1224"	"1236"	"72274"	"135621"	"69961"	"69962"	NA
"'LT601028, Pseudomonas nosocomialis, Pseudomonas nosocomialis, (LT601028), A31 T'"	"LT601028"	"1056496"	"Pseudomonas nosocomialis"	"2"	"1224"	"1236"	"72274"	"135621"	"2901164"	"1056496"	NA
"'AM491810, Pseudomonas guineae, Pseudomonas guineae, (AM491810), LMG 24016 = M8 T'"	"AM491810"	"425504"	"Pseudomonas guineae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"425504"	NA
"'MK104124, Pseudomonas leptonychotis, Pseudomonas leptonychotis, (MK104124), CCM 8849 T'"	"MK104124"	"2448482"	"Pseudomonas leptonychotis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2448482"	NA
"'AM114534, Pseudomonas peli, Pseudomonas peli, (AM114534), R-20805 T'"	"AM114534"	"592361"	"Pseudomonas peli"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"592361"	NA
"'EU791281, Pseudomonas cuatrocienegasensis, Pseudomonas cuatrocienegasensis, (EU791281), 1N T'"	"EU791281"	"543360"	"Pseudomonas cuatrocienegasensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"543360"	NA
"'MN593501, Pseudomonas xionganensis, Pseudomonas xionganensis, (MN593501), R-22-3w-18 T'"	"MN593501"	"2654845"	"Pseudomonas xionganensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2654845"	NA
"'KP986583, Oblitimonas alkaliphila, Oblitimonas alkaliphila, (KP986583), B4199 T'"	"KP986583"	"1697053"	"Oblitimonas alkaliphila"	"2"	"1224"	"1236"	"72274"	"135621"	"1654787"	"1697053"	NA
"'EU620679, Denitrificimonas caeni, Denitrificimonas caeni, (EU620679), HY-14 T'"	"EU620679"	"521719"	"Denitrificimonas caeni"	"2"	"1224"	"1236"	"72274"	"135621"	"2901261"	"521720"	"521719"
"'AM114527, Pseudomonas borbori, Pseudomonas borbori, (AM114527), R-20821 T'"	"AM114527"	"289003"	"Pseudomonas borbori"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"289003"	NA
"'JQ344321, Pseudomonas punonensis, Pseudomonas punonensis, (JQ344321), LMT03 T'"	"JQ344321"	"1220495"	"Pseudomonas punonensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1220495"	NA
"'KP306892, Pseudomonas turukhanskensis, Pseudomonas turukhanskensis, (KP306892), IB1.1 T'"	"KP306892"	"1806536"	"Pseudomonas turukhanskensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1806536"	NA
"'FJ422810, Pseudomonas seleniipraecipitans, Pseudomonas seleniipraecipitans, (FJ422810), CA5 T'"	"FJ422810"	"640205"	"Pseudomonas seleniipraecipitans"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"640205"	NA
"'MK159357, Pseudomonas daroniae, Pseudomonas daroniae, (MK159357), FRB228 T'"	"MK159357"	"2487519"	"Pseudomonas daroniae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2487519"	NA
"'MK159369, Pseudomonas dryadis, Pseudomonas dryadis, (MK159369), FRB230 T'"	"MK159369"	"2487520"	"Pseudomonas dryadis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2487520"	NA
"'AY691188, Pseudomonas argentinensis, Pseudomonas argentinensis, (AY691188), CH01 T'"	"AY691188"	"289370"	"Pseudomonas argentinensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"289370"	NA
"'D84023, Pseudomonas straminea, Pseudomonas straminea, (D84023), IAM1598 T'"	"D84023"	"47882"	"Pseudomonas straminea"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"47882"	NA
"'U01916, Pseudomonas flavescens, Pseudomonas flavescens, (U01916), B62 T'"	"U01916"	"29435"	"Pseudomonas flavescens"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"29435"	NA
"'FM208263, Pseudomonas benzenivorans, Pseudomonas benzenivorans, (FM208263), DSM 8628 T'"	"FM208263"	"556533"	"Pseudomonas benzenivorans"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"556533"	NA
"'AB175655, Azotobacter armeniacus, Azotobacter armeniacus, (AB175655), DSM 2284 T'"	"AB175655"	"270345"	"Azotobacter armeniacus"	"2"	"1224"	"1236"	"72274"	"135621"	"352"	"270345"	NA
"'AB175651, Azotobacter nigricans subsp. nigricans, Azotobacter nigricans subsp. nigricans, (AB175651), IAM 15005 T'"	"AB175651"	"270492"	"Azotobacter nigricans subsp. nigricans"	"2"	"1224"	"1236"	"72274"	"135621"	"352"	"270344"	NA
"'AB175656, Azotobacter salinestris, Azotobacter salinestris, (AB175656), ATCC 49674 T'"	"AB175656"	"69964"	"Azotobacter salinestris"	"2"	"1224"	"1236"	"72274"	"135621"	"352"	"69964"	NA
"'AJ311980, Pseudomonas thermotolerans, Pseudomonas thermotolerans, (AJ311980), CM3 T'"	"AJ311980"	"157784"	"Pseudomonas thermotolerans"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"157784"	NA
"'AB175657, Azotobacter vinelandii, Azotobacter vinelandii, (AB175657), IAM 15004 T'"	"AB175657"	"354"	"Azotobacter vinelandii"	"2"	"1224"	"1236"	"72274"	"135621"	"352"	"354"	NA
"'AB681742, Azorhizophilus paspali, Azorhizophilus paspali, (AB681742), NBRC 102228 T'"	"AB681742"	"69963"	"Azorhizophilus paspali"	"2"	"1224"	"1236"	"72274"	"135621"	"157913"	"69963"	NA
"'AF302795, Pseudomonas indica, Pseudomonas indica, (AF302795), IMT37 LTP [T] T'"	"AF302795"	"137658"	"Pseudomonas indica"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"137658"	NA
"'KY290607, Pseudomonas mangiferae, Pseudomonas mangiferae, (KY290607), BBB3-04 T'"	"KY290607"	"2593654"	"Pseudomonas mangiferae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2593654"	NA
"'KC709664, Pseudomonas tarimensis, Pseudomonas tarimensis, (KC709664), MA-69 T'"	"KC709664"	"1507735"	"Pseudomonas tarimensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1507735"	NA
"'AB189452, Pseudomonas azotifigens, Pseudomonas azotifigens, (AB189452), 6H33b T'"	"AB189452"	"291995"	"Pseudomonas azotifigens"	"2"	"1224"	"1236"	"72274"	"135621"	"2901164"	"291995"	NA
"'MH355542, Pseudomonas urumqiensis, Pseudomonas urumqiensis, (MH355542), T3 T'"	"MH355542"	"638269"	"Pseudomonas urumqiensis"	"2"	"1224"	"1236"	"72274"	"135621"	"2901164"	"638269"	NA
"'KJ720680, Pseudomonas matsuisoli, Pseudomonas matsuisoli, (KJ720680), CC-MHH0089 T'"	"KJ720680"	"1515666"	"Pseudomonas matsuisoli"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1515666"	NA
"'CP007511, Pseudomonas balearica, Pseudomonas balearica, (CP007511), DSM6083 (=SP1402) wT'"	"CP007511"	"1123016"	"Pseudomonas balearica"	"2"	"1224"	"1236"	"72274"	"135621"	"2901164"	"74829"	"1123016"
"'CP032419, Pseudomonas cavernae, Pseudomonas cavernae, (CP032419), K2W31S-8T'"	"CP032419"	"2320867"	"Pseudomonas cavernae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2320867"	NA
"'KX621132, Pseudomonas insulae, Pseudomonas insulae, (KX621132), UL073 T'"	"KX621132"	"2809017"	"Pseudomonas insulae"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2809017"	NA
"'HE978271, Pseudomonas aeruginosa, Pseudomonas aeruginosa, (HE978271), DSM 50071 T'"	"HE978271"	"287"	"Pseudomonas aeruginosa"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"287"	NA
"'AY953147, Pseudomonas otitidis, Pseudomonas otitidis, (AY953147), MCC10330 T'"	"AY953147"	"319939"	"Pseudomonas otitidis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"319939"	NA
"'AB109887, Pseudomonas furukawaii, Pseudomonas furukawaii, (AB109887), KF707 s[C] T'"	"AB109887"	"1149133"	"Pseudomonas furukawaii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1149133"	NA
"'MF943158, Pseudomonas lalkuanensis, Pseudomonas lalkuanensis, (MF943158), PE8 T'"	"MF943158"	"2604832"	"Pseudomonas lalkuanensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2604832"	NA
"'AB021373, Pseudomonas resinovorans, Pseudomonas resinovorans, (AB021373), ATCC 14235 T'"	"AB021373"	"53412"	"Pseudomonas resinovorans"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"53412"	NA
"'D84006, Pseudomonas alcaligenes, Pseudomonas alcaligenes, (D84006), IAM12411 T'"	"D84006"	"43263"	"Pseudomonas alcaligenes"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"43263"	NA
"'LC645211, Pseudomonas tohonis, Pseudomonas tohonis, (LC645211), TUM18999T'"	"LC645211"	"2725477"	"Pseudomonas tohonis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2725477"	NA
"'AB681927, Pseudomonas jinjuensis, Pseudomonas jinjuensis, (AB681927), NBRC 103047 T'"	"AB681927"	"198616"	"Pseudomonas jinjuensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"198616"	NA
"'LC145037, Pseudomonas humi, Pseudomonas humi, (LC145037), CCA 1 T'"	"LC145037"	"1826671"	"Pseudomonas humi"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"1826671"	NA
"'MW717294, Pseudomonas schmalbachii, Pseudomonas schmalbachii, (MW717294), Milli4T'"	"MW717294"	"2816993"	"Pseudomonas schmalbachii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"2816993"	NA
"'DQ339153, Pseudomonas delhiensis, Pseudomonas delhiensis, (DQ339153), RLD-1 T'"	"DQ339153"	"366289"	"Pseudomonas delhiensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"366289"	NA
"'Z76659, Pseudomonas citronellolis, Pseudomonas citronellolis, (Z76659), DSM 50332T  T'"	"Z76659"	"53408"	"Pseudomonas citronellolis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"53408"	NA
"'AF039489, Pseudomonas knackmussii, Pseudomonas knackmussii, (AF039489), B13 T'"	"AF039489"	"1301098"	"Pseudomonas knackmussii"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"65741"	"1301098"
"'EF424401, Pseudomonas panipatensis, Pseudomonas panipatensis, (EF424401), Esp-1 T'"	"EF424401"	"428992"	"Pseudomonas panipatensis"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"428992"	NA
"'AM088473, Pseudomonas nitroreducens, Pseudomonas nitroreducens, (AM088473), IAM 1439 T'"	"AM088473"	"46680"	"Pseudomonas nitroreducens"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"46680"	NA
